ags,land_total,land_settlement,land_traffic,veg_agri,veg_forrest,veg_wood,veg_heath,veg_moor,veg_marsh,veg_plant_uncover_com,water_total,settlement_ghd
08335099,2223.0,282.0,125.0,1045.0,750.0,5.0,,,,9.0,7.0,37.0
08335100,1859.0,297.0,120.0,1053.0,359.0,6.0,,,0.0,9.0,14.0,38.0
08336000,80671.0,6712.0,3827.0,27397.0,40591.0,1042.0,,,0.0,177.0,925.0,921.0
08336004,921.0,23.0,35.0,329.0,517.0,15.0,,,,0.0,3.0,0.0
08336006,1693.0,281.0,138.0,922.0,241.0,37.0,,,,15.0,59.0,14.0
08336008,581.0,92.0,73.0,401.0,2.0,3.0,,,,1.0,9.0,15.0
08336010,567.0,5.0,19.0,148.0,372.0,20.0,,,,0.0,2.0,0.0
08336012,,,,,,,,,,,,
08336014,4375.0,365.0,354.0,2677.0,802.0,25.0,,,,25.0,126.0,50.0
08336019,355.0,81.0,42.0,205.0,15.0,3.0,,,,1.0,8.0,10.0
08336020,,,,,,,,,,,,
08336024,189.0,21.0,20.0,143.0,3.0,0.0,,,,,1.0,0.0
08336025,1619.0,21.0,46.0,735.0,737.0,74.0,,,,0.0,7.0,0.0
08336034,1165.0,41.0,42.0,334.0,722.0,22.0,,,,1.0,3.0,2.0
08336036,514.0,68.0,23.0,105.0,304.0,3.0,,,,0.0,10.0,10.0
08336043,948.0,63.0,43.0,385.0,450.0,4.0,,,,1.0,2.0,2.0
08336045,6226.0,337.0,229.0,2354.0,3247.0,16.0,,,,14.0,29.0,25.0
08336050,3937.0,883.0,348.0,1065.0,1559.0,35.0,,,,7.0,39.0,113.0
08336057,973.0,145.0,50.0,358.0,397.0,9.0,,,,0.0,13.0,38.0
08336060,,,,,,,,,,,,
08336067,,,,,,,,,,,,
08336069,6282.0,947.0,387.0,2298.0,2446.0,53.0,,,,14.0,137.0,154.0
08336073,446.0,42.0,25.0,151.0,210.0,1.0,,,,12.0,5.0,3.0
08336074,,,,,,,,,,,,
08336075,395.0,25.0,23.0,302.0,44.0,0.0,,,,0.0,1.0,1.0
08336078,3746.0,217.0,207.0,1745.0,1509.0,34.0,,,,20.0,13.0,21.0
08336079,1472.0,91.0,33.0,148.0,1161.0,31.0,,,,1.0,8.0,18.0
08336080,743.0,19.0,24.0,251.0,443.0,3.0,,,,0.0,3.0,0.0
08336081,6794.0,546.0,269.0,2288.0,3573.0,77.0,,,0.0,4.0,37.0,82.0
08336082,2006.0,107.0,70.0,659.0,1054.0,35.0,,,,5.0,75.0,6.0
08336084,4685.0,308.0,145.0,1330.0,2862.0,17.0,,,,4.0,19.0,25.0
08336086,,,,,,,,,,,,
08336087,6975.0,219.0,159.0,1598.0,4897.0,64.0,,,,4.0,34.0,20.0
08336089,405.0,8.0,11.0,167.0,184.0,34.0,,,,0.0,1.0,
08336090,740.0,28.0,22.0,201.0,474.0,5.0,,,,4.0,6.0,6.0
08336091,1946.0,680.0,345.0,615.0,199.0,26.0,,,,6.0,76.0,130.0
08336094,180.0,14.0,10.0,49.0,90.0,12.0,,,,0.0,4.0,3.0
08336096,1225.0,34.0,31.0,502.0,641.0,14.0,,,,0.0,3.0,1.0
08336097,,,,,,,,,,,,
08336098,,,,,,,,,,,,
08336100,450.0,27.0,19.0,140.0,258.0,0.0,,,,0.0,4.0,3.0
08336103,3612.0,177.0,116.0,946.0,2206.0,141.0,,,0.0,2.0,24.0,19.0
08336104,2490.0,83.0,59.0,529.0,1790.0,6.0,,,,18.0,4.0,7.0
08336105,1731.0,485.0,110.0,426.0,567.0,10.0,,,,13.0,121.0,133.0
08336106,2504.0,42.0,86.0,938.0,1321.0,107.0,,,,1.0,8.0,2.0
08336107,7782.0,188.0,213.0,1950.0,5291.0,104.0,,,,3.0,32.0,8.0
08337000,113110.0,7314.0,4527.0,43819.0,54598.0,1168.0,,5.0,10.0,207.0,1463.0,960.0
08337002,3969.0,343.0,207.0,1822.0,1438.0,49.0,,,,18.0,92.0,44.0
08337013,3800.0,118.0,80.0,1412.0,2139.0,11.0,,,,24.0,17.0,24.0
08337022,7591.0,303.0,248.0,2778.0,4156.0,52.0,,,0.0,29.0,25.0,43.0
08337027,3560.0,105.0,94.0,1046.0,2224.0,70.0,,0.0,0.0,4.0,16.0,8.0
08337030,1438.0,76.0,50.0,825.0,479.0,5.0,,,,1.0,2.0,4.0
08337032,745.0,88.0,49.0,229.0,267.0,8.0,,,,0.0,103.0,17.0
08337038,5041.0,246.0,173.0,1536.0,3032.0,22.0,,,,3.0,29.0,22.0
08337039,4854.0,157.0,106.0,1424.0,3128.0,24.0,,,0.0,4.0,12.0,29.0
08337045,888.0,62.0,38.0,146.0,610.0,22.0,,,,1.0,10.0,6.0
08337049,3751.0,188.0,118.0,1269.0,2135.0,13.0,,,0.0,3.0,25.0,6.0
08337051,2956.0,135.0,86.0,891.0,1805.0,23.0,,4.0,,6.0,6.0,7.0
08337053,2757.0,174.0,131.0,1416.0,889.0,40.0,,,3.0,10.0,95.0,14.0
08337059,2138.0,26.0,41.0,651.0,1370.0,45.0,,,,0.0,4.0,4.0
08337060,2062.0,201.0,86.0,717.0,956.0,31.0,,,1.0,11.0,60.0,28.0
08337062,4587.0,319.0,231.0,2324.0,1635.0,34.0,,,,4.0,39.0,55.0
08337065,1277.0,235.0,124.0,525.0,339.0,7.0,,,,4.0,42.0,41.0
08337066,2355.0,334.0,118.0,916.0,877.0,34.0,,,,8.0,68.0,49.0
08337070,1340.0,214.0,76.0,568.0,434.0,15.0,,,1.0,2.0,31.0,13.0
08337076,2090.0,262.0,98.0,671.0,988.0,29.0,,,,1.0,42.0,42.0
08337090,3465.0,312.0,140.0,1508.0,1429.0,47.0,,,,7.0,22.0,16.0
08337096,2534.0,522.0,161.0,558.0,1133.0,28.0,,,,0.0,131.0,86.0
08337097,5441.0,157.0,112.0,848.0,4214.0,31.0,,,,16.0,63.0,19.0
08337106,9316.0,366.0,419.0,4694.0,3630.0,136.0,,,4.0,12.0,55.0,37.0
08337108,2809.0,114.0,86.0,454.0,2118.0,24.0,,,,0.0,11.0,12.0
08337116,3566.0,409.0,173.0,855.0,1968.0,75.0,,,,1.0,85.0,84.0
08337118,3565.0,151.0,153.0,1713.0,1492.0,25.0,,,1.0,8.0,22.0,16.0
08337123,2647.0,241.0,134.0,1424.0,786.0,24.0,,,,3.0,35.0,54.0
08337124,1395.0,69.0,84.0,614.0,590.0,12.0,,,,2.0,24.0,10.0
08337125,2617.0,237.0,115.0,1213.0,925.0,38.0,,,,2.0,88.0,30.0
08337126,7797.0,772.0,440.0,3393.0,2924.0,126.0,,,0.0,6.0,136.0,109.0
08337127,3051.0,89.0,93.0,1818.0,1015.0,8.0,,,,15.0,14.0,5.0
08337128,7707.0,290.0,263.0,3563.0,3471.0,61.0,,,,3.0,56.0,28.0
08415000,109248.0,8926.0,5722.0,51699.0,40521.0,942.0,475.0,,2.0,688.0,273.0,1258.0
08415014,1579.0,278.0,119.0,738.0,427.0,4.0,,,,7.0,8.0,75.0
08415019,2313.0,275.0,114.0,946.0,942.0,15.0,,,,10.0,10.0,36.0
08415027,4583.0,128.0,169.0,1867.0,2301.0,29.0,40.0,,,36.0,11.0,7.0
08415028,1453.0,82.0,66.0,884.0,414.0,7.0,,,,2.0,0.0,8.0
08415029,350.0,68.0,23.0,160.0,96.0,1.0,,,,1.0,1.0,10.0
08415034,6336.0,174.0,245.0,2693.0,3009.0,106.0,59.0,,,42.0,9.0,13.0
08415039,641.0,100.0,26.0,348.0,163.0,,,,,3.0,0.0,11.0
08415048,1710.0,80.0,89.0,1122.0,408.0,5.0,,,,6.0,,7.0
08415050,3455.0,592.0,291.0,1379.0,1135.0,9.0,,,,15.0,34.0,120.0
08415053,11693.0,758.0,632.0,6393.0,3531.0,196.0,0.0,,1.0,166.0,16.0,93.0
08415058,5409.0,125.0,181.0,2903.0,2121.0,41.0,,,,38.0,0.0,11.0
08415059,3014.0,452.0,219.0,1084.0,1205.0,26.0,,,,15.0,14.0,61.0
08415060,1731.0,268.0,144.0,669.0,621.0,13.0,,,0.0,4.0,11.0,30.0
08415061,8704.0,2516.0,849.0,3262.0,1890.0,62.0,,,,48.0,78.0,344.0
08415062,464.0,100.0,44.0,228.0,85.0,1.0,0.0,,,3.0,3.0,24.0
08415073,7920.0,374.0,401.0,3962.0,2985.0,71.0,48.0,,,69.0,10.0,54.0
08415078,5542.0,378.0,275.0,1569.0,3230.0,39.0,,,0.0,25.0,26.0,54.0
08415080,534.0,116.0,48.0,268.0,93.0,,,,,4.0,5.0,13.0
08415085,4539.0,164.0,173.0,1679.0,2451.0,22.0,1.0,,,36.0,13.0,23.0
08415086,,,,,,,,,,,,
08415087,1444.0,148.0,112.0,690.0,486.0,1.0,,,,2.0,5.0,13.0
08415088,4604.0,226.0,278.0,2636.0,1380.0,48.0,13.0,,,23.0,1.0,20.0
08415089,3152.0,254.0,150.0,1549.0,1165.0,8.0,,,,26.0,0.0,68.0
08415090,6171.0,283.0,289.0,3308.0,2194.0,62.0,,,,36.0,0.0,68.0
08415091,6125.0,417.0,292.0,3096.0,2222.0,68.0,,,1.0,26.0,4.0,43.0
08415092,3424.0,292.0,167.0,1243.0,1655.0,42.0,,,,16.0,8.0,28.0
08415093,5892.0,267.0,262.0,2600.0,2661.0,68.0,2.0,,0.0,28.0,4.0,23.0
08415971,6463.0,10.0,66.0,4423.0,1653.0,,311.0,,,,,
08416000,51912.0,6059.0,3426.0,23638.0,17763.0,240.0,0.0,,1.0,309.0,475.0,839.0
08416006,1383.0,235.0,101.0,533.0,499.0,0.0,,,,5.0,10.0,49.0
08416009,1102.0,141.0,55.0,210.0,688.0,3.0,,,,1.0,4.0,22.0
08416011,1305.0,178.0,111.0,722.0,255.0,24.0,,,,5.0,10.0,32.0
08416015,1732.0,242.0,110.0,863.0,488.0,4.0,,,,16.0,8.0,34.0
08416018,1283.0,103.0,72.0,678.0,422.0,1.0,,,,4.0,1.0,19.0
08416022,1099.0,166.0,84.0,574.0,199.0,4.0,,,,7.0,65.0,31.0
08416023,2424.0,316.0,197.0,1454.0,443.0,1.0,,,,4.0,9.0,63.0
08416025,5003.0,618.0,338.0,1982.0,1963.0,53.0,,,,22.0,27.0,76.0
08416026,858.0,135.0,71.0,430.0,211.0,0.0,,,,5.0,5.0,34.0
08416031,1515.0,192.0,86.0,762.0,446.0,10.0,,,,12.0,7.0,43.0
08416036,14226.0,1300.0,941.0,7570.0,4139.0,53.0,0.0,,0.0,93.0,130.0,198.0
08416041,10806.0,1724.0,744.0,2924.0,5160.0,67.0,,,0.0,53.0,132.0,178.0
08416048,4804.0,358.0,293.0,2402.0,1648.0,10.0,,,0.0,59.0,34.0,43.0
08416049,1588.0,129.0,112.0,1045.0,289.0,2.0,,,,7.0,4.0,8.0
08416050,2784.0,224.0,110.0,1487.0,913.0,7.0,,,,16.0,28.0,11.0
08417000,91758.0,7754.0,4875.0,40642.0,37057.0,374.0,17.0,1.0,2.0,655.0,381.0,1120.0
08417002,9032.0,1284.0,624.0,3966.0,3018.0,18.0,,,,68.0,54.0,177.0
08417008,3283.0,384.0,254.0,1318.0,1266.0,19.0,,,,22.0,21.0,69.0
08417010,882.0,141.0,61.0,248.0,428.0,1.0,,,,2.0,0.0,20.0
08417013,12331.0,520.0,506.0,5239.0,5857.0,68.0,13.0,,,103.0,25.0,68.0
08417014,454.0,22.0,31.0,271.0,124.0,2.0,,,,2.0,3.0,0.0
08417015,655.0,104.0,44.0,385.0,115.0,1.0,,,,4.0,3.0,20.0
08417016,1001.0,190.0,50.0,402.0,344.0,2.0,,,0.0,8.0,4.0,46.0
08417022,3196.0,241.0,177.0,1399.0,1346.0,11.0,,,,10.0,11.0,24.0
08417023,1615.0,114.0,79.0,876.0,529.0,1.0,,,,6.0,10.0,19.0
08417025,7644.0,533.0,410.0,4017.0,2526.0,38.0,,1.0,,49.0,71.0,82.0
08417029,849.0,21.0,30.0,303.0,489.0,0.0,,,,3.0,3.0,0.0
08417031,6641.0,756.0,419.0,2758.0,2574.0,34.0,,,,65.0,36.0,112.0
08417036,933.0,72.0,31.0,325.0,477.0,10.0,,,,15.0,4.0,15.0
08417044,7680.0,533.0,313.0,3841.0,2888.0,37.0,,,,57.0,12.0,47.0
08417045,2075.0,94.0,66.0,1047.0,841.0,1.0,,,,21.0,5.0,12.0
08417047,1501.0,81.0,61.0,584.0,757.0,3.0,,,,15.0,0.0,10.0
08417051,2166.0,207.0,134.0,1008.0,753.0,15.0,,,1.0,29.0,18.0,29.0
08417052,576.0,36.0,21.0,202.0,289.0,0.0,,,,22.0,4.0,5.0
08417054,5111.0,347.0,254.0,2671.0,1741.0,45.0,,,,21.0,33.0,55.0
08417057,2325.0,218.0,153.0,1073.0,827.0,2.0,,,,35.0,17.0,47.0
08417063,2491.0,145.0,146.0,995.0,1179.0,4.0,,,0.0,13.0,8.0,29.0
08417071,308.0,27.0,16.0,129.0,134.0,0.0,,,,1.0,0.0,2.0
08417075,5063.0,277.0,257.0,2238.0,2266.0,1.0,,,,23.0,1.0,23.0
08417078,504.0,21.0,23.0,305.0,146.0,2.0,,,,5.0,2.0,1.0
08417079,13440.0,1386.0,715.0,5040.0,6144.0,60.0,3.0,,,55.0,36.0,205.0
08421000,11868.0,2719.0,1251.0,5357.0,2230.0,61.0,,2.0,,73.0,176.0,553.0
08425000,135855.0,9083.0,7255.0,77262.0,39780.0,537.0,3.0,0.0,72.0,776.0,1087.0,1480.0
08425002,4587.0,360.0,208.0,2200.0,1717.0,22.0,,,23.0,41.0,15.0,54.0
08425004,780.0,48.0,38.0,508.0,175.0,2.0,,,,7.0,1.0,13.0
08425005,2577.0,78.0,102.0,1277.0,1110.0,3.0,,,,2.0,5.0,7.0
08425008,4980.0,196.0,250.0,2691.0,1801.0,7.0,,,,29.0,7.0,85.0
08425011,1286.0,51.0,59.0,1022.0,147.0,0.0,,,,1.0,5.0,4.0
08425013,1422.0,39.0,73.0,890.0,417.0,0.0,,,,2.0,1.0,3.0
08425014,1434.0,85.0,81.0,883.0,378.0,4.0,,,,3.0,1.0,12.0
08425017,2613.0,128.0,154.0,1743.0,568.0,7.0,,,,13.0,0.0,14.0
08425019,1394.0,78.0,68.0,835.0,400.0,1.0,,,,4.0,7.0,7.0
08425020,7911.0,558.0,409.0,3429.0,3366.0,30.0,,,,84.0,36.0,92.0
08425022,628.0,27.0,29.0,434.0,135.0,1.0,,,,1.0,1.0,3.0
08425024,289.0,17.0,28.0,185.0,54.0,,,,,0.0,3.0,0.0
08425028,1875.0,214.0,99.0,709.0,791.0,27.0,,,,12.0,25.0,37.0
08425031,5923.0,430.0,361.0,3585.0,1520.0,2.0,,,,24.0,1.0,79.0
08425033,17833.0,1353.0,818.0,10068.0,5206.0,74.0,,,0.0,99.0,214.0,234.0
08425035,752.0,15.0,36.0,350.0,324.0,13.0,,,5.0,4.0,5.0,0.0
08425036,740.0,42.0,38.0,592.0,61.0,0.0,,,,3.0,4.0,3.0
08425039,6329.0,555.0,371.0,3696.0,1367.0,16.0,,,0.0,55.0,268.0,76.0
08425050,815.0,39.0,31.0,501.0,228.0,6.0,,,,1.0,9.0,1.0
08425052,370.0,16.0,20.0,250.0,72.0,6.0,,,,3.0,3.0,1.0
08425055,352.0,13.0,19.0,260.0,60.0,0.0,,,,0.0,1.0,1.0
08425062,814.0,17.0,40.0,599.0,157.0,1.0,,,,1.0,0.0,2.0
08425064,1036.0,109.0,57.0,736.0,118.0,10.0,,,,1.0,5.0,11.0
08425066,1816.0,181.0,83.0,599.0,910.0,14.0,,,,6.0,23.0,14.0
08425071,6983.0,532.0,426.0,4036.0,1886.0,63.0,,,,39.0,1.0,115.0
08425072,7503.0,597.0,514.0,5502.0,789.0,33.0,,,0.0,22.0,46.0,115.0
08425073,1376.0,35.0,64.0,553.0,686.0,20.0,,,1.0,10.0,8.0,0.0
08425075,4332.0,213.0,277.0,2359.0,1427.0,22.0,3.0,,,17.0,14.0,35.0
08425079,2131.0,108.0,134.0,1226.0,652.0,0.0,,,,10.0,0.0,28.0
08425081,1307.0,197.0,103.0,879.0,71.0,7.0,,,,14.0,36.0,47.0
08425083,830.0,50.0,43.0,521.0,210.0,,,,,3.0,3.0,17.0
08425084,3578.0,123.0,182.0,2480.0,746.0,31.0,,,,16.0,0.0,18.0
08425085,609.0,19.0,36.0,393.0,160.0,0.0,,,,0.0,2.0,0.0
08425088,882.0,74.0,54.0,600.0,121.0,2.0,,,,7.0,24.0,6.0
08425090,2659.0,119.0,124.0,1504.0,848.0,6.0,,0.0,1.0,15.0,43.0,8.0
08425091,1578.0,88.0,81.0,1130.0,262.0,1.0,,,,4.0,12.0,4.0
08425092,809.0,24.0,35.0,572.0,175.0,,,,,2.0,2.0,1.0
08425093,888.0,80.0,51.0,589.0,79.0,2.0,,,,21.0,67.0,12.0
08425097,1403.0,60.0,70.0,1081.0,172.0,7.0,,,,7.0,5.0,11.0
08425098,378.0,18.0,23.0,165.0,160.0,1.0,,,,2.0,10.0,2.0
08425104,1029.0,124.0,78.0,690.0,55.0,14.0,,,,9.0,59.0,32.0
08425108,7587.0,361.0,296.0,3223.0,3588.0,11.0,,,42.0,51.0,16.0,60.0
08425110,1071.0,67.0,46.0,550.0,392.0,1.0,,,,7.0,9.0,6.0
08425112,842.0,30.0,50.0,448.0,303.0,1.0,,,,3.0,6.0,2.0
08425123,562.0,44.0,44.0,395.0,60.0,2.0,,,,6.0,11.0,1.0
08425124,883.0,43.0,36.0,577.0,214.0,,,,,5.0,8.0,3.0
08425125,260.0,10.0,12.0,162.0,74.0,,,,,0.0,1.0,1.0
08425130,1721.0,59.0,68.0,791.0,801.0,1.0,,,,2.0,0.0,6.0
08425134,2291.0,178.0,127.0,1414.0,546.0,9.0,,,,19.0,,30.0
08425135,1310.0,100.0,86.0,689.0,425.0,3.0,,,,3.0,4.0,13.0
08425137,1145.0,136.0,79.0,789.0,121.0,5.0,,,,4.0,11.0,12.0
08425138,1775.0,144.0,93.0,989.0,527.0,6.0,,,,7.0,9.0,31.0
08425139,2258.0,192.0,153.0,1441.0,457.0,7.0,,,,8.0,0.0,33.0
08425140,1757.0,95.0,103.0,633.0,905.0,10.0,,,,5.0,6.0,16.0
08425141,5561.0,517.0,297.0,2838.0,1786.0,27.0,,,,63.0,34.0,63.0
08426000,140953.0,10145.0,7055.0,81551.0,39398.0,809.0,1.0,0.0,23.0,439.0,1531.0,1479.0
08426001,2338.0,270.0,158.0,1804.0,54.0,9.0,,,0.0,11.0,32.0,41.0
08426005,1130.0,30.0,36.0,932.0,127.0,1.0,,0.0,,3.0,1.0,0.0
08426006,410.0,18.0,17.0,336.0,38.0,0.0,,,,0.0,1.0,1.0
08426008,2373.0,124.0,79.0,1193.0,950.0,1.0,,,,10.0,15.0,14.0
08426011,2720.0,129.0,138.0,1965.0,461.0,6.0,,,2.0,3.0,17.0,7.0
08426013,2375.0,151.0,93.0,1371.0,516.0,2.0,,,,2.0,238.0,18.0
08426014,5501.0,453.0,254.0,3202.0,1437.0,36.0,,,8.0,14.0,96.0,79.0
08426019,2502.0,174.0,125.0,1549.0,628.0,6.0,,,,8.0,13.0,24.0
08426020,968.0,55.0,44.0,723.0,137.0,5.0,,,,1.0,3.0,12.0
08426021,7215.0,1105.0,579.0,3649.0,1757.0,63.0,,,,16.0,46.0,221.0
08426028,2186.0,194.0,103.0,1141.0,722.0,3.0,,,,11.0,12.0,19.0
08426031,1114.0,159.0,96.0,709.0,86.0,11.0,,,,3.0,49.0,19.0
08426035,2412.0,201.0,114.0,1535.0,539.0,1.0,,,,10.0,12.0,54.0
08426036,728.0,23.0,26.0,481.0,194.0,0.0,,,,2.0,2.0,0.0
08426038,5972.0,319.0,227.0,3869.0,1494.0,25.0,,,0.0,10.0,27.0,41.0
08426043,2426.0,105.0,81.0,1367.0,841.0,5.0,,,,7.0,20.0,11.0
08426044,2630.0,173.0,119.0,1448.0,869.0,5.0,,,,3.0,13.0,11.0
08426045,3774.0,286.0,183.0,2303.0,893.0,31.0,,,,21.0,57.0,57.0
08426058,2377.0,137.0,141.0,1418.0,601.0,33.0,,,12.0,6.0,28.0,13.0
08426062,4423.0,208.0,194.0,2797.0,1154.0,25.0,,,0.0,15.0,29.0,23.0
08426064,1114.0,37.0,32.0,530.0,506.0,4.0,,,,3.0,3.0,8.0
08426065,1864.0,132.0,77.0,870.0,754.0,5.0,,,0.0,6.0,21.0,18.0
08426066,2285.0,238.0,146.0,1739.0,48.0,45.0,,,,9.0,60.0,79.0
08426067,8833.0,245.0,340.0,3987.0,4122.0,65.0,1.0,,,54.0,19.0,36.0
08426070,6179.0,829.0,605.0,3581.0,923.0,69.0,,,,21.0,152.0,197.0
08426071,4702.0,279.0,222.0,2279.0,1867.0,21.0,,,,5.0,29.0,15.0
08426073,2633.0,229.0,156.0,1672.0,504.0,44.0,,,,4.0,24.0,24.0
08426074,2368.0,161.0,114.0,1495.0,572.0,4.0,,,,3.0,18.0,13.0
08426078,185.0,14.0,7.0,164.0,,,,,,0.0,,2.0
08426087,5996.0,427.0,278.0,3787.0,1446.0,11.0,,,,11.0,35.0,64.0
08426090,1311.0,49.0,39.0,855.0,299.0,64.0,,,,1.0,4.0,7.0
08426097,6495.0,536.0,364.0,3457.0,1952.0,38.0,0.0,0.0,,45.0,102.0,91.0
08426100,6341.0,311.0,235.0,3598.0,2113.0,12.0,,,,10.0,62.0,37.0
08426108,4923.0,368.0,231.0,2343.0,1912.0,14.0,,,,10.0,44.0,51.0
08426109,577.0,20.0,23.0,475.0,54.0,0.0,,,,2.0,1.0,2.0
08426113,2987.0,134.0,109.0,1986.0,737.0,10.0,,,,4.0,7.0,6.0
08426117,2769.0,136.0,118.0,1202.0,1238.0,15.0,,,0.0,6.0,55.0,11.0
08426118,694.0,27.0,26.0,542.0,95.0,1.0,,,,1.0,1.0,1.0
08426120,2065.0,192.0,119.0,1174.0,520.0,21.0,,,,9.0,30.0,25.0
08426121,2687.0,175.0,128.0,1846.0,498.0,4.0,,,,17.0,20.0,9.0
08426124,4976.0,239.0,235.0,3288.0,1147.0,14.0,,,0.0,28.0,25.0,26.0
08426125,2014.0,229.0,58.0,716.0,1002.0,3.0,,,,2.0,4.0,18.0
08426128,2574.0,228.0,174.0,1330.0,780.0,39.0,,,,8.0,16.0,26.0
08426134,5017.0,460.0,293.0,3339.0,829.0,22.0,,,,15.0,60.0,43.0
08426135,3786.0,131.0,120.0,1505.0,1983.0,14.0,,,,8.0,25.0,8.0
08435000,66479.0,6807.0,3243.0,36776.0,18469.0,178.0,,1.0,8.0,293.0,705.0,858.0
08435005,1545.0,152.0,72.0,920.0,372.0,2.0,,,,11.0,16.0,29.0
08435010,244.0,37.0,12.0,97.0,89.0,0.0,,,,1.0,7.0,1.0
08435013,1461.0,130.0,67.0,656.0,573.0,4.0,,,,5.0,27.0,17.0
08435015,2643.0,140.0,88.0,1756.0,626.0,8.0,,,0.0,11.0,13.0,14.0
08435016,6993.0,1474.0,620.0,3470.0,1334.0,17.0,,1.0,,31.0,47.0,240.0
08435018,294.0,59.0,20.0,190.0,21.0,0.0,,,,2.0,2.0,2.0
08435020,4075.0,153.0,118.0,2259.0,1528.0,5.0,,,,8.0,3.0,11.0
08435024,928.0,208.0,70.0,515.0,104.0,3.0,,,,7.0,20.0,38.0
08435029,2042.0,314.0,133.0,1224.0,277.0,11.0,,,,15.0,69.0,44.0
08435030,1527.0,217.0,83.0,637.0,529.0,9.0,,,,12.0,40.0,27.0
08435034,4091.0,382.0,186.0,2243.0,1241.0,7.0,,,,13.0,18.0,56.0
08435035,3189.0,434.0,220.0,1943.0,537.0,7.0,,,,16.0,32.0,52.0
08435036,1207.0,154.0,89.0,553.0,401.0,3.0,,,,5.0,3.0,12.0
08435042,2659.0,128.0,81.0,1721.0,675.0,4.0,,0.0,,8.0,43.0,9.0
08435045,2008.0,165.0,73.0,1415.0,321.0,4.0,,,,14.0,16.0,18.0
08435047,3673.0,223.0,116.0,1926.0,1382.0,4.0,,,,11.0,10.0,29.0
08435052,6269.0,471.0,243.0,3505.0,1905.0,13.0,,,0.0,26.0,107.0,53.0
08435053,427.0,64.0,32.0,146.0,178.0,4.0,,,,4.0,0.0,4.0
08435054,430.0,32.0,22.0,276.0,95.0,,,,,3.0,1.0,0.0
08435057,7125.0,657.0,300.0,4080.0,1920.0,16.0,,0.0,4.0,37.0,112.0,91.0
08435059,5866.0,753.0,332.0,2951.0,1705.0,34.0,,,4.0,24.0,63.0,75.0
08435066,1566.0,229.0,101.0,669.0,531.0,2.0,,,,10.0,24.0,18.0
08435067,6215.0,229.0,164.0,3624.0,2126.0,21.0,,,,19.0,31.0,20.0
08436000,163210.0,11674.0,6326.0,94083.0,45361.0,1446.0,,1659.0,27.0,446.0,2186.0,1551.0
08436001,1292.0,83.0,51.0,739.0,384.0,2.0,,,0.0,2.0,31.0,7.0
08436003,3374.0,167.0,140.0,1634.0,1389.0,11.0,,,,6.0,28.0,35.0
08436004,3020.0,184.0,135.0,909.0,1672.0,44.0,,,,8.0,68.0,40.0
08436005,2049.0,191.0,110.0,1040.0,641.0,5.0,,4.0,,7.0,52.0,43.0
08436006,3059.0,217.0,123.0,2199.0,456.0,6.0,,,0.0,16.0,41.0,22.0
08436008,5234.0,401.0,218.0,2912.0,1588.0,42.0,,19.0,3.0,6.0,44.0,50.0
08436009,10855.0,919.0,494.0,6133.0,3087.0,95.0,,,1.0,27.0,100.0,116.0
08436010,18224.0,850.0,542.0,10861.0,4380.0,235.0,,1127.0,10.0,33.0,186.0,92.0
08436011,1601.0,217.0,106.0,732.0,499.0,16.0,,,,6.0,25.0,62.0
08436012,2307.0,168.0,97.0,760.0,1207.0,25.0,,,2.0,18.0,31.0,23.0
08436013,2842.0,183.0,103.0,2041.0,476.0,5.0,,,1.0,8.0,25.0,14.0
08436014,2317.0,131.0,71.0,1480.0,581.0,20.0,,,,10.0,24.0,9.0
08436018,2457.0,163.0,87.0,1800.0,378.0,6.0,,4.0,,9.0,10.0,18.0
08436019,955.0,51.0,41.0,677.0,177.0,4.0,,,,3.0,3.0,2.0
08436024,1013.0,54.0,40.0,616.0,271.0,4.0,,,,3.0,26.0,8.0
08436027,1424.0,35.0,53.0,884.0,426.0,7.0,,1.0,0.0,5.0,14.0,1.0
08436032,581.0,29.0,19.0,401.0,126.0,1.0,,,,2.0,2.0,2.0
08436039,1715.0,135.0,63.0,1138.0,360.0,7.0,,,,7.0,4.0,26.0
08436040,826.0,16.0,22.0,582.0,182.0,5.0,,,,3.0,16.0,1.0
08436047,1581.0,53.0,48.0,865.0,587.0,1.0,,1.0,,5.0,20.0,2.0
08436049,8539.0,554.0,273.0,3788.0,3541.0,197.0,,1.0,0.0,13.0,171.0,91.0
08436052,9245.0,472.0,371.0,5708.0,2233.0,32.0,,180.0,0.0,27.0,221.0,75.0
08436053,686.0,43.0,27.0,362.0,250.0,0.0,,,,3.0,2.0,4.0
08436055,17498.0,1307.0,728.0,10195.0,4777.0,150.0,,59.0,1.0,68.0,212.0,198.0
08436064,9205.0,1483.0,527.0,5081.0,1902.0,102.0,,,,33.0,78.0,200.0
08436067,841.0,37.0,26.0,615.0,149.0,3.0,,,,2.0,8.0,3.0
08436069,3260.0,172.0,74.0,1758.0,1157.0,5.0,,38.0,,11.0,45.0,13.0
08436077,411.0,17.0,11.0,301.0,79.0,,,,,2.0,0.0,1.0
08436078,2230.0,171.0,70.0,1147.0,776.0,3.0,,48.0,,4.0,11.0,19.0
08436079,2271.0,128.0,69.0,1163.0,809.0,1.0,,75.0,2.0,9.0,15.0,11.0
08436081,10135.0,959.0,509.0,6275.0,2059.0,80.0,,13.0,3.0,24.0,213.0,138.0
